location_1,location_2,distance
Maharashtra,Komi_Republic,1718.46554958
Maharashtra,Kostroma_Oblast,1947.78477728
Maharashtra,Krasnodar_Krai,1724.27938407
Maharashtra,Krasnoyarsk_Krai,1707.92345147
Maharashtra,Kurgan_Oblast,1941.06705342
Maharashtra,Kursk_Oblast,1931.44806331
Maharashtra,Leningrad_Oblast,1865.05203082
Maharashtra,Lipetsk_Oblast,1896.55785498
Maharashtra,Magadan_Oblast,1857.24524128
Maharashtra,Mari_El,1761.63079011
Maharashtra,Mordovia,1883.71646565
Maharashtra,Moscow_Oblast,1785.82682873
Maharashtra,Moscow,1777.9348128
Maharashtra,Murmansk_Oblast,1752.24209026
Maharashtra,Nenets_Autonomous_Okrug,1575.21004646
Maharashtra,Nizhny_Novgorod_Oblast,1875.93490503
Maharashtra,North_Ossetia_Alania,1457.77195211
Maharashtra,Novgorod_Oblast,1957.15493233
Maharashtra,Novosibirsk_Oblast,1779.8122778
Maharashtra,Omsk_Oblast,1777.95453442
Maharashtra,Orenburg_Oblast,1814.17560113
Maharashtra,Oryol_Oblast,1905.01503492
Maharashtra,Penza_Oblast,1905.39611617
Maharashtra,Perm_Krai,1733.58101023
Maharashtra,Primorsky_Krai,1683.39875562
Maharashtra,Pskov_Oblast,1972.63871827
Maharashtra,Rostov_Oblast,1772.83826865
Maharashtra,Ryazan_Oblast,1963.41256111
Maharashtra,Sakha,1480.05697255
Maharashtra,Sakhalin_Oblast,1679.6624876
Maharashtra,Samara_Oblast,1807.28887248
Maharashtra,Saratov_Oblast,1833.86363237
Maharashtra,Smolensk_Oblast,1904.53462003
Maharashtra,St._Petersburg,1865.70179219
Maharashtra,Stavropol_Krai,1658.0788007
Maharashtra,Sverdlovsk_Oblast,1800.69411528
Maharashtra,Tambov_Oblast,1986.45462371
Maharashtra,Tatarstan,1739.18271688
Maharashtra,Tomsk_Oblast,1680.65292116
Maharashtra,Tula_Oblast,1934.52949565
Maharashtra,Tuva,1587.26639564
Maharashtra,Tver_Oblast,1969.17391507
Maharashtra,Tyumen_Oblast,1750.84544914
Maharashtra,Udmurtia,1711.10175192
Maharashtra,Ulyanovsk_Oblast,1919.74458718
Maharashtra,Vladimir_Oblast,1911.25854775
Maharashtra,Volgograd_Oblast,1795.87295898
Maharashtra,Vologda_Oblast,1902.42894346
Maharashtra,Voronezh_Oblast,1948.66017118
Maharashtra,Yamalo_Nenets_Autonomous_Okrug,2143.68578795
Maharashtra,Yaroslavl_Oblast,1919.38022322
Maharashtra,Zabaykalsky_Krai,1590.52941024
Maharashtra,Eastern_Cape,1120.78729566
Maharashtra,Free_State,983.925966148
Maharashtra,Gauteng,1180.66111599
Maharashtra,KwaZulu-Natal,1085.92825289
Maharashtra,Limpopo,1264.56131266
Maharashtra,Mpumalanga,1155.04563116
Maharashtra,Northern_Cape,945.742056946
Maharashtra,North_West,988.886711374
Maharashtra,Western_Cape,1019.27912995
Maharashtra,Alabama,1584.87091427
Maharashtra,Alaska,1294.29959661
Maharashtra,Arizona,1529.8328222
Maharashtra,Arkansas,1588.3248846
Maharashtra,California,1414.33216957
Maharashtra,Colorado,1545.52432339
Maharashtra,Connecticut,1740.54393686
Maharashtra,Delaware,1649.12632705
Maharashtra,District_of_Columbia,1498.85841648
Maharashtra,Florida,1787.47758924
Maharashtra,Georgia,1421.01948416
Maharashtra,Hawaii,1635.72586736
Maharashtra,Idaho,1528.03957366
Maharashtra,Illinois,1541.36536427
Maharashtra,Indiana,1604.8286431
Maharashtra,Iowa,1707.40899545
Maharashtra,Kansas,1596.315848
Maharashtra,Kentucky,1616.35240829
Maharashtra,Louisiana,1503.99750831
Maharashtra,Maine,1880.05344342
Maharashtra,Maryland,1580.71739445
Maharashtra,Massachusetts,1721.51936269
Maharashtra,Michigan,1678.52095689
Maharashtra,Minnesota,1687.68403275
Maharashtra,Mississippi,1502.20283572
Maharashtra,Missouri,1617.45042423
Maharashtra,Montana,1767.28911776
Maharashtra,Nebraska,1628.23850892
Maharashtra,Nevada,1451.08631079
Maharashtra,New_Hampshire,1816.15473017
Maharashtra,New_Jersey,1664.79884247
Maharashtra,New_Mexico,1524.2331094
Maharashtra,New_York,1592.21080814
Maharashtra,North_Carolina,1549.86788687
Maharashtra,North_Dakota,1676.71046891
Maharashtra,Ohio,1666.43798369
Maharashtra,Oklahoma,1552.90094804
Maharashtra,Oregon,1654.03093907
Maharashtra,Pennsylvania,1760.30265732
Maharashtra,Puerto_Rico,1519.28153896
Maharashtra,Rhode_Island,1753.36728554
Maharashtra,South_Carolina,1594.87223044
Maharashtra,South_Dakota,1643.8542784
Maharashtra,Tennessee,1587.22660147
Maharashtra,Texas,1336.57619472
Maharashtra,Utah,1321.85396449
Maharashtra,Vermont,1800.13439463
Maharashtra,Virginia,1580.97076546
Maharashtra,Washington,1596.50162014
Maharashtra,West_Virginia,1792.18202717
Maharashtra,Wisconsin,1729.56922686
Maharashtra,Wyoming,1539.09089523
Maharashtra,Israel,1263.6487581
Nct_of_Delhi,Australian_Capital_Territory,1646.45696067
Nct_of_Delhi,New_South_Wales,1828.69837449
Nct_of_Delhi,Northern_Territory,1343.83334015
Nct_of_Delhi,Queensland,1769.01708656
Nct_of_Delhi,South_Australia,1942.91811569
Nct_of_Delhi,Tasmania,1997.54427804
Nct_of_Delhi,Victoria,1785.39928348
Nct_of_Delhi,Western_Australia,1725.77655191
Nct_of_Delhi,Alberta,1788.99918922
Nct_of_Delhi,British_Columbia,2181.40115253
Nct_of_Delhi,Manitoba,1896.67367066
Nct_of_Delhi,New_Brunswick,2178.2524763
Nct_of_Delhi,Newfoundland_and_Labrador,2240.02962681
Nct_of_Delhi,Nova_Scotia,2251.68477674
Nct_of_Delhi,Ontario,2079.282993
Nct_of_Delhi,Prince_Edward_Island,2191.55960372
Nct_of_Delhi,Quebec,2091.85811167
Nct_of_Delhi,Saskatchewan,1949.06455139
Nct_of_Delhi,Northwest_Territories,1696.65618674
Nct_of_Delhi,Nunavut,1697.64550889
Nct_of_Delhi,Yukon,1913.50828199
Nct_of_Delhi,Anhui,1807.17891926
Nct_of_Delhi,Beijing,1814.43679524
Nct_of_Delhi,Chongqing,2014.81107966
Nct_of_Delhi,Fujian,1508.86267753
Nct_of_Delhi,Gansu,1647.45755743
Nct_of_Delhi,Guangdong,1258.72479625
Nct_of_Delhi,Guangxi,1612.58107803
Nct_of_Delhi,Guizhou,1627.22585449
Nct_of_Delhi,Hainan,1426.54047295
Nct_of_Delhi,Hebei,1731.35796851
Nct_of_Delhi,Heilongjiang,1941.3481557
Nct_of_Delhi,Henan,1660.39633005
Nct_of_Delhi,Hubei,1803.79360931
Nct_of_Delhi,Hunan,1753.7793183
Nct_of_Delhi,Inner_Mongolia,1779.02584275
Nct_of_Delhi,Jiangsu,1868.85975974
Nct_of_Delhi,Jiangxi,1413.77337932
Nct_of_Delhi,Jilin,1960.10717436
Nct_of_Delhi,Liaoning,2099.25419882
Nct_of_Delhi,Ningxia,1370.79251677
Nct_of_Delhi,Qinghai,1341.34177357
Nct_of_Delhi,Shaanxi,1707.93414836
Nct_of_Delhi,Shandong,1923.73548898
Nct_of_Delhi,Shanghai,2002.44121877
Nct_of_Delhi,Shanxi,1584.21614812
Nct_of_Delhi,Sichuan,1924.30470722
Nct_of_Delhi,Tianjin,1826.93931659
Nct_of_Delhi,Tibet,1035.79612508
Nct_of_Delhi,Xinjiang,1368.28031819
Nct_of_Delhi,Yunnan,1515.80469884
Nct_of_Delhi,Zhejiang,1793.8149349
Nct_of_Delhi,Greece,2238.91270241
Nct_of_Delhi,Norway,2047.56213142
Nct_of_Delhi,Romania,1925.49743059
Nct_of_Delhi,Slovakia,1787.84814712
Nct_of_Delhi,Spain,2038.39192113
Nct_of_Delhi,Portugal,2151.04194806
Nct_of_Delhi,Ireland,1567.28303496
Nct_of_Delhi,France,2087.68582877
Nct_of_Delhi,Slovenia,2156.26601362
Nct_of_Delhi,Netherlands,2104.56047844
Nct_of_Delhi,Finland,2242.76178063
Nct_of_Delhi,Austria,2128.30345273
Nct_of_Delhi,United-Kingdom,2113.43265426
Nct_of_Delhi,Italy,2320.43137619
Nct_of_Delhi,Germany,2437.53514058
Nct_of_Delhi,Lithuania,2062.10699961
Nct_of_Delhi,Denmark,2181.98646307
Nct_of_Delhi,Latvia,2058.23531706
Nct_of_Delhi,Estonia,2098.07883992
Nct_of_Delhi,Hungary,2051.31757052
Nct_of_Delhi,Luxembourg,1930.81098379
Nct_of_Delhi,Bulgaria,2301.70912483
Nct_of_Delhi,Czech,2131.7627161
Nct_of_Delhi,Switzerland,2276.87365913
Nct_of_Delhi,Sweden,2276.75306274
Nct_of_Delhi,Cyprus,1797.15163899
Nct_of_Delhi,Uttar_Pradesh,1015.83851051
Nct_of_Delhi,Rajasthan,884.90704893
Nct_of_Delhi,Haryana,667.360508147
Nct_of_Delhi,Puducherry,805.184724434
Nct_of_Delhi,West_Bengal,838.45304711
Nct_of_Delhi,Andhra_Pradesh,833.857758578
Nct_of_Delhi,Arunachal_Pradesh,884.94543105
Nct_of_Delhi,Sikkim,882.999396124
Nct_of_Delhi,Assam,954.148184628
Nct_of_Delhi,Uttarakhand,854.690912197
Nct_of_Delhi,Tamil_Nadu,979.054317967
Nct_of_Delhi,Mizoram,926.412443428
Nct_of_Delhi,Himachal_Pradesh,1071.72402326
Nct_of_Delhi,Meghalaya,1016.941672
Nct_of_Delhi,Gujarat,700.361632227
Nct_of_Delhi,Odisha,835.408572829
Nct_of_Delhi,Maharashtra,847.719234848
Nct_of_Delhi,Nct_of_Delhi,0.0
Nct_of_Delhi,Chhattisgarh,888.004642931
Nct_of_Delhi,Manipur,926.776128582
Nct_of_Delhi,Bihar,1003.57402796
Nct_of_Delhi,Tripura,897.524569609
Nct_of_Delhi,Jammu_and_Kashmir,826.99690727
Nct_of_Delhi,Punjab,806.804055202
Nct_of_Delhi,Goa,1047.63537567
Nct_of_Delhi,Madhya_Pradesh,873.664642353
Nct_of_Delhi,Jharkhand,847.851305006
Nct_of_Delhi,Andaman_and_Nicobar_Islands,733.015844688
Nct_of_Delhi,Karnataka,901.869529697
Nct_of_Delhi,Daman_and_Diu,1098.20007174
Nct_of_Delhi,Nagaland,1011.45014805
Nct_of_Delhi,Kerala,1166.53663586
Nct_of_Delhi,Aichi-ken,2562.66684569
Nct_of_Delhi,Akita-ken,3037.46583378
Nct_of_Delhi,Aomori-ken,2906.84470558
Nct_of_Delhi,Chiba-ken,2713.51168308
Nct_of_Delhi,Ehime-ken,2799.06246023
Nct_of_Delhi,Fukui-ken,2739.96433301
Nct_of_Delhi,Fukuoka-ken,2580.35446512
Nct_of_Delhi,Fukushima-ken,2795.38362575
Nct_of_Delhi,Gifu-ken,2753.28989298
Nct_of_Delhi,Gumma-ken,2714.54888622
Nct_of_Delhi,Hiroshima-ken,2664.18098875
Nct_of_Delhi,Hokkaido,2803.69561306
Nct_of_Delhi,Hyogo-ken,2694.45854465
Nct_of_Delhi,Ibaraki-ken,2717.75550571
Nct_of_Delhi,Ishikawa-ken,2711.27729099
Nct_of_Delhi,Iwate-ken,2855.2650989
Nct_of_Delhi,Kagawa-ken,2747.51666959
Nct_of_Delhi,Kagoshima-ken,2741.01788229
Nct_of_Delhi,Kanagawa-ken,2637.87161865
Nct_of_Delhi,Kochi-ken,2859.8946588
Nct_of_Delhi,Kumamoto-ken,2688.36279256
Nct_of_Delhi,Kyoto-fu,2734.49811938
Nct_of_Delhi,Mie-ken,2738.23410155
Nct_of_Delhi,Miyagi-ken,2658.70733866
Nct_of_Delhi,Miyazaki-ken,2733.70550693
Nct_of_Delhi,Nagano-ken,2847.21526763
Nct_of_Delhi,Nagasaki-ken,2774.53977294
Nct_of_Delhi,Nara-ken,2736.80780327
Nct_of_Delhi,Niigata-ken,2820.62203688
Nct_of_Delhi,Oita-ken,2745.01654937
Nct_of_Delhi,Okayama-ken,2669.16878332
Nct_of_Delhi,Okinawa-ken,2263.7240305
Nct_of_Delhi,Osaka-fu,2628.345911
Nct_of_Delhi,Saga-ken,2658.40974763
Nct_of_Delhi,Saitama-ken,2671.02949876
Nct_of_Delhi,Shiga-ken,2536.86185567
Nct_of_Delhi,Shimane-ken,2822.12324846
Nct_of_Delhi,Shizuoka-ken,2784.08998435
Nct_of_Delhi,Tochigi-ken,2707.44227563
Nct_of_Delhi,Tokushima-ken,2806.8962811
Nct_of_Delhi,Tokyo-to,2690.89820839
Nct_of_Delhi,Tottori-ken,2747.70994952
Nct_of_Delhi,Toyama-ken,2844.60403066
Nct_of_Delhi,Wakayama-ken,2826.9889856
Nct_of_Delhi,Yamagata-ken,2851.99722946
Nct_of_Delhi,Yamaguchi-ken,2818.33191053
Nct_of_Delhi,Yamanashi-ken,2800.14037732
Nct_of_Delhi,Adygea,1819.488359
Nct_of_Delhi,Altai_Krai,1931.56957313
Nct_of_Delhi,Altai_Republic,1525.78359745
Nct_of_Delhi,Amur_Oblast,1699.90242764
Nct_of_Delhi,Arkhangelsk_Oblast,1900.79712139
Nct_of_Delhi,Astrakhan_Oblast,1732.88515344
Nct_of_Delhi,Bashkortostan,1772.79979241
Nct_of_Delhi,Belgorod_Oblast,1953.59926064
Nct_of_Delhi,Bryansk_Oblast,1946.11003221
Nct_of_Delhi,Buryatia,1533.64785649
Nct_of_Delhi,Chechnya,1254.96904314
Nct_of_Delhi,Chelyabinsk_Oblast,1882.77112435
Nct_of_Delhi,Chukotka,2075.96587802
Nct_of_Delhi,Chuvashia,1810.59876121
Nct_of_Delhi,Dagestan,1107.90568981
Nct_of_Delhi,Ingushetia,1219.37026112
Nct_of_Delhi,Irkutsk_Oblast,1675.17853499
Nct_of_Delhi,Ivanovo_Oblast,2103.87429819
Nct_of_Delhi,Jewish_Autonomous_Oblast,1717.70329698
Nct_of_Delhi,Kabardino_Balkaria,1415.92211312
Nct_of_Delhi,Kaliningrad_Oblast,1864.5921663
Nct_of_Delhi,Kalmykia,1535.98651638
Nct_of_Delhi,Kaluga_Oblast,2031.33448273
Nct_of_Delhi,Kamchatka_Krai,1725.54205726
Nct_of_Delhi,Karachay_Cherkessia,1484.03197799
Nct_of_Delhi,Karelia,1945.44910252
Nct_of_Delhi,Kemerovo_Oblast,1844.66204718
Nct_of_Delhi,Khabarovsk_Krai,1809.58194947
Nct_of_Delhi,Khakassia,1755.76274968
Nct_of_Delhi,Khanty_Mansi_Autonomous_Okrug,1633.22120315
Nct_of_Delhi,Kirov_Oblast,2096.01227651
Nct_of_Delhi,Komi_Republic,1726.58189688
Nct_of_Delhi,Kostroma_Oblast,2055.38944246
Nct_of_Delhi,Krasnodar_Krai,1865.65791804
Nct_of_Delhi,Krasnoyarsk_Krai,1780.8084402
Nct_of_Delhi,Kurgan_Oblast,2007.10119963
Nct_of_Delhi,Kursk_Oblast,2032.05071887
Nct_of_Delhi,Leningrad_Oblast,2053.56441808
Nct_of_Delhi,Lipetsk_Oblast,2004.81018111
Nct_of_Delhi,Magadan_Oblast,1846.8592704
Nct_of_Delhi,Mari_El,1816.27872348
Nct_of_Delhi,Mordovia,1972.64326237
Nct_of_Delhi,Moscow_Oblast,2002.2404015
Nct_of_Delhi,Moscow,2015.31797752
Nct_of_Delhi,Murmansk_Oblast,1809.22138667
Nct_of_Delhi,Nenets_Autonomous_Okrug,1505.00140785
Nct_of_Delhi,Nizhny_Novgorod_Oblast,2022.96043042
Nct_of_Delhi,North_Ossetia_Alania,1598.48968038
Nct_of_Delhi,Novgorod_Oblast,2102.66242043
Nct_of_Delhi,Novosibirsk_Oblast,1917.07351849
Nct_of_Delhi,Omsk_Oblast,1843.46805362
Nct_of_Delhi,Orenburg_Oblast,1839.73085471
Nct_of_Delhi,Oryol_Oblast,2033.14023526
Nct_of_Delhi,Penza_Oblast,2036.85901286
Nct_of_Delhi,Perm_Krai,1811.61958329
Nct_of_Delhi,Primorsky_Krai,1844.76995792
Nct_of_Delhi,Pskov_Oblast,2110.83469496
Nct_of_Delhi,Rostov_Oblast,1925.36188942
Nct_of_Delhi,Ryazan_Oblast,2120.29121088
Nct_of_Delhi,Sakha,1311.14256983
Nct_of_Delhi,Sakhalin_Oblast,1793.53983711
Nct_of_Delhi,Samara_Oblast,1955.13037162
Nct_of_Delhi,Saratov_Oblast,1969.69122553
Nct_of_Delhi,Smolensk_Oblast,2035.00728436
Nct_of_Delhi,St._Petersburg,2085.79252025
Nct_of_Delhi,Stavropol_Krai,1763.33895586
Nct_of_Delhi,Sverdlovsk_Oblast,1922.6393357
Nct_of_Delhi,Tambov_Oblast,2094.93318314
Nct_of_Delhi,Tatarstan,1824.55864971
Nct_of_Delhi,Tomsk_Oblast,1766.50599306
Nct_of_Delhi,Tula_Oblast,2128.32980464
Nct_of_Delhi,Tuva,1194.94388386
Nct_of_Delhi,Tver_Oblast,2112.02018309
Nct_of_Delhi,Tyumen_Oblast,1751.81241067
Nct_of_Delhi,Udmurtia,1776.77356141
Nct_of_Delhi,Ulyanovsk_Oblast,2027.69548001
Nct_of_Delhi,Vladimir_Oblast,2073.00351918
Nct_of_Delhi,Volgograd_Oblast,1921.36105962
Nct_of_Delhi,Vologda_Oblast,1973.55792505
Nct_of_Delhi,Voronezh_Oblast,2072.38145334
Nct_of_Delhi,Yamalo_Nenets_Autonomous_Okrug,1881.86387932
Nct_of_Delhi,Yaroslavl_Oblast,2082.06188886
Nct_of_Delhi,Zabaykalsky_Krai,1566.95948839
Nct_of_Delhi,Eastern_Cape,1089.60449486
Nct_of_Delhi,Free_State,770.346898568
Nct_of_Delhi,Gauteng,801.617484139
Nct_of_Delhi,KwaZulu-Natal,822.640120019
Nct_of_Delhi,Limpopo,1085.59945889
Nct_of_Delhi,Mpumalanga,775.354029013
Nct_of_Delhi,Northern_Cape,826.171937816
Nct_of_Delhi,North_West,812.178418436
Nct_of_Delhi,Western_Cape,888.903057829
Nct_of_Delhi,Alabama,1844.97141209
Nct_of_Delhi,Alaska,1477.04587025
Nct_of_Delhi,Arizona,1812.40143007
Nct_of_Delhi,Arkansas,1899.9087282
Nct_of_Delhi,California,1671.74229589
Nct_of_Delhi,Colorado,1751.51097474
Nct_of_Delhi,Connecticut,2044.91079801
Nct_of_Delhi,Delaware,1969.36562752
Nct_of_Delhi,District_of_Columbia,1811.93506639
Nct_of_Delhi,Florida,2121.1469799
Nct_of_Delhi,Georgia,1678.77405214
Nct_of_Delhi,Hawaii,1981.14246924
Nct_of_Delhi,Idaho,1755.88185492
Nct_of_Delhi,Illinois,1786.48522991
Nct_of_Delhi,Indiana,1847.62530163
Nct_of_Delhi,Iowa,1971.47253698
Nct_of_Delhi,Kansas,1818.90573183
Nct_of_Delhi,Kentucky,1875.58202666
Nct_of_Delhi,Louisiana,1741.17974778
Nct_of_Delhi,Maine,2220.36174871
Nct_of_Delhi,Maryland,1898.46190128
Nct_of_Delhi,Massachusetts,2020.34878205
Nct_of_Delhi,Michigan,1931.3523388
Nct_of_Delhi,Minnesota,1876.30863236
Nct_of_Delhi,Mississippi,1773.37955351
Nct_of_Delhi,Missouri,1899.93972561
Nct_of_Delhi,Montana,2092.64976728
Nct_of_Delhi,Nebraska,1887.86791806
Nct_of_Delhi,Nevada,1794.22459323
Nct_of_Delhi,New_Hampshire,2154.25239863
Nct_of_Delhi,New_Jersey,1975.04437766
Nct_of_Delhi,New_Mexico,1829.6444693
Nct_of_Delhi,New_York,1867.05501894
Nct_of_Delhi,North_Carolina,1836.37130879
Nct_of_Delhi,North_Dakota,1947.38580882
Nct_of_Delhi,Ohio,1942.10751376
Nct_of_Delhi,Oklahoma,1832.50421277
Nct_of_Delhi,Oregon,1955.07359852
Nct_of_Delhi,Pennsylvania,2048.48043867
Nct_of_Delhi,Puerto_Rico,1784.58905974
Nct_of_Delhi,Rhode_Island,2038.05314835
Nct_of_Delhi,South_Carolina,1885.25353243
Nct_of_Delhi,South_Dakota,1911.72779084
Nct_of_Delhi,Tennessee,1875.90757606
Nct_of_Delhi,Texas,1554.45968617
Nct_of_Delhi,Utah,1395.69616508
Nct_of_Delhi,Vermont,2164.58873541
Nct_of_Delhi,Virginia,1876.32758194
Nct_of_Delhi,Washington,1856.23962643
Nct_of_Delhi,West_Virginia,2102.47821475
Nct_of_Delhi,Wisconsin,1930.22554948
Nct_of_Delhi,Wyoming,1843.41895537
Nct_of_Delhi,Israel,1497.75440649
Chhattisgarh,Australian_Capital_Territory,1635.57338459
Chhattisgarh,New_South_Wales,1756.03159401
Chhattisgarh,Northern_Territory,1330.50255749
Chhattisgarh,Queensland,1692.64725846
Chhattisgarh,South_Australia,1875.86023342
Chhattisgarh,Tasmania,1917.75590401
Chhattisgarh,Victoria,1724.23881639
Chhattisgarh,Western_Australia,1665.82502833
Chhattisgarh,Alberta,1736.47188378
Chhattisgarh,British_Columbia,2085.64317503
Chhattisgarh,Manitoba,1881.38448423
Chhattisgarh,New_Brunswick,2092.02458713
Chhattisgarh,Newfoundland_and_Labrador,2156.15971099
Chhattisgarh,Nova_Scotia,2151.73625094
Chhattisgarh,Ontario,2000.91776654
Chhattisgarh,Prince_Edward_Island,2097.99263597
Chhattisgarh,Quebec,2018.56703884
Chhattisgarh,Saskatchewan,1910.93788111
Chhattisgarh,Northwest_Territories,1817.70107815
Chhattisgarh,Nunavut,1793.39511962
Chhattisgarh,Yukon,1998.25089339
Chhattisgarh,Anhui,1697.94480317
Chhattisgarh,Beijing,2004.1793936
Chhattisgarh,Chongqing,1883.77759604
Chhattisgarh,Fujian,1552.92720176
Chhattisgarh,Gansu,1501.931468
Chhattisgarh,Guangdong,1438.49665185
Chhattisgarh,Guangxi,1475.22047385
Chhattisgarh,Guizhou,1485.29814344
Chhattisgarh,Hainan,1419.75386776
Chhattisgarh,Hebei,1600.81265574
Chhattisgarh,Heilongjiang,1828.07620544
Chhattisgarh,Henan,1506.69505704
Chhattisgarh,Hubei,1680.47416583
Chhattisgarh,Hunan,1625.47933629
Chhattisgarh,Inner_Mongolia,1711.23805532
Chhattisgarh,Jiangsu,1825.44863942
Chhattisgarh,Jiangxi,1331.52372586
Chhattisgarh,Jilin,1833.41314965
Chhattisgarh,Liaoning,2005.96370087
Chhattisgarh,Ningxia,1314.68923577
Chhattisgarh,Qinghai,1271.41032276
Chhattisgarh,Shaanxi,1587.22722134
Chhattisgarh,Shandong,1792.49256691
Chhattisgarh,Shanghai,2136.12017864
Chhattisgarh,Shanxi,1529.97838721
Chhattisgarh,Sichuan,1778.68463893
Chhattisgarh,Tianjin,1882.1195024
Chhattisgarh,Tibet,1022.81079519
Chhattisgarh,Xinjiang,1314.67938816
Chhattisgarh,Yunnan,1395.06999553
Chhattisgarh,Zhejiang,1876.18285719
Chhattisgarh,Greece,2115.31319691
Chhattisgarh,Norway,1923.79204634
Chhattisgarh,Romania,1870.18169136
Chhattisgarh,Slovakia,1813.06582375
Chhattisgarh,Spain,1920.80233876
Chhattisgarh,Portugal,1998.42968619
Chhattisgarh,Ireland,1460.16960581
Chhattisgarh,France,2046.9613283
Chhattisgarh,Slovenia,2101.20994443
Chhattisgarh,Netherlands,2024.08460974
Chhattisgarh,Finland,2172.9132978
Chhattisgarh,Austria,2035.76665387
Chhattisgarh,United-Kingdom,1948.68572662
Chhattisgarh,Italy,2163.52621925
Chhattisgarh,Germany,2325.27105063
Chhattisgarh,Lithuania,1949.13195553
Chhattisgarh,Denmark,2055.34979852
Chhattisgarh,Latvia,1936.4664848
Chhattisgarh,Estonia,1957.56727849
Chhattisgarh,Hungary,1960.83750632
Chhattisgarh,Luxembourg,1841.03006452
Chhattisgarh,Bulgaria,2181.31460572
Chhattisgarh,Czech,1997.67082567
Chhattisgarh,Switzerland,2122.91391862
Chhattisgarh,Sweden,2138.54174015
Chhattisgarh,Cyprus,1711.32664542
Chhattisgarh,Uttar_Pradesh,730.746300724
Chhattisgarh,Rajasthan,627.689349132
Chhattisgarh,Haryana,755.3020902
Chhattisgarh,Puducherry,922.512836009
Chhattisgarh,West_Bengal,770.641170405
Chhattisgarh,Andhra_Pradesh,617.136977972
Chhattisgarh,Arunachal_Pradesh,880.550133026
Chhattisgarh,Sikkim,725.507958962
Chhattisgarh,Assam,761.225422423
Chhattisgarh,Uttarakhand,563.424598942
Chhattisgarh,Tamil_Nadu,826.824987983
Chhattisgarh,Mizoram,791.322881718
Chhattisgarh,Himachal_Pradesh,792.106093173
Chhattisgarh,Meghalaya,913.74456295
Chhattisgarh,Gujarat,596.983248888
Chhattisgarh,Odisha,616.380382053
Chhattisgarh,Maharashtra,643.482936627
Chhattisgarh,Nct_of_Delhi,888.004642931
Chhattisgarh,Chhattisgarh,0.0
Chhattisgarh,Manipur,732.643337096
Chhattisgarh,Bihar,796.029366161
Chhattisgarh,Tripura,839.73970782
Chhattisgarh,Jammu_and_Kashmir,768.060092289
Chhattisgarh,Punjab,836.200725332
Chhattisgarh,Goa,944.704569387
Chhattisgarh,Madhya_Pradesh,507.257277087
Chhattisgarh,Jharkhand,576.558579233
Chhattisgarh,Andaman_and_Nicobar_Islands,931.855391733
Chhattisgarh,Karnataka,687.395472843
Chhattisgarh,Daman_and_Diu,1501.86966352
Chhattisgarh,Nagaland,900.034199122
Chhattisgarh,Kerala,1105.2663965
Chhattisgarh,Aichi-ken,2441.93658215
Chhattisgarh,Akita-ken,2902.11539185
Chhattisgarh,Aomori-ken,2771.0539429
Chhattisgarh,Chiba-ken,2589.96784947
Chhattisgarh,Ehime-ken,2678.22833094
Chhattisgarh,Fukui-ken,2605.17056353
Chhattisgarh,Fukuoka-ken,2463.73213597
Chhattisgarh,Fukushima-ken,2655.91578846
Chhattisgarh,Gifu-ken,2621.03759284
Chhattisgarh,Gumma-ken,2588.58914977
Chhattisgarh,Hiroshima-ken,2546.99448607
Chhattisgarh,Hokkaido,2683.33967601
Chhattisgarh,Hyogo-ken,2585.73640731
Chhattisgarh,Ibaraki-ken,2583.46078684
Chhattisgarh,Ishikawa-ken,2582.43831703
Chhattisgarh,Iwate-ken,2713.50154441
Chhattisgarh,Kagawa-ken,2624.70551273
Chhattisgarh,Kagoshima-ken,2623.41082524
Chhattisgarh,Kanagawa-ken,2513.07588858
Chhattisgarh,Kochi-ken,2731.0769169
Chhattisgarh,Kumamoto-ken,2557.70739727
Chhattisgarh,Kyoto-fu,2627.08573394
Chhattisgarh,Mie-ken,2601.69533349
Chhattisgarh,Miyagi-ken,2528.53642071
Chhattisgarh,Miyazaki-ken,2601.28961552
Chhattisgarh,Nagano-ken,2707.54493862
Chhattisgarh,Nagasaki-ken,2651.31830402
Chhattisgarh,Nara-ken,2625.99763743
Chhattisgarh,Niigata-ken,2680.81795076
Chhattisgarh,Oita-ken,2621.44117124
Chhattisgarh,Okayama-ken,2549.4882302
Chhattisgarh,Okinawa-ken,2125.85643801
Chhattisgarh,Osaka-fu,2526.40745033
Chhattisgarh,Saga-ken,2522.82888117
Chhattisgarh,Saitama-ken,2542.20840504
Chhattisgarh,Shiga-ken,2413.31545795
Chhattisgarh,Shimane-ken,2690.12690641
Chhattisgarh,Shizuoka-ken,2644.40412241
Chhattisgarh,Tochigi-ken,2560.89395088
Chhattisgarh,Tokushima-ken,2686.93015608
Chhattisgarh,Tokyo-to,2550.45426651
Chhattisgarh,Tottori-ken,2605.4576948
Chhattisgarh,Toyama-ken,2712.25296689
Chhattisgarh,Wakayama-ken,2696.56102308
Chhattisgarh,Yamagata-ken,2710.65454589
Chhattisgarh,Yamaguchi-ken,2692.65965928
Chhattisgarh,Yamanashi-ken,2673.19867187
Chhattisgarh,Adygea,1909.53301056
Chhattisgarh,Altai_Krai,2069.44010432
Chhattisgarh,Altai_Republic,1797.78660647
Chhattisgarh,Amur_Oblast,1819.06742699
Chhattisgarh,Arkhangelsk_Oblast,1992.60586577
